$Date;$Time;VP;SP;SC
09/09/24;17:01:09.308;3601;3752;3090
09/09/24;17:01:09.720;3601;3752;3090
09/09/24;17:01:10.132;3601;3752;3090
09/09/24;17:01:10.544;3601;3752;3090
09/09/24;17:01:10.956;3606;3752;3105
09/09/24;17:01:11.368;3606;3752;3105
09/09/24;17:01:11.780;3606;3752;3105
09/09/24;17:01:12.192;3606;3752;3105
09/09/24;17:01:12.604;3606;3752;3105
09/09/24;17:01:13.016;3606;3752;3105
09/09/24;17:01:13.428;3614;3752;3107
09/09/24;17:01:13.840;3615;3752;3117
09/09/24;17:01:14.252;3615;3752;3117
09/09/24;17:01:14.664;3615;3752;3117
09/09/24;17:01:15.076;3615;3752;3117
09/09/24;17:01:15.488;3619;3752;3127
09/09/24;17:01:15.900;3619;3752;3127
09/09/24;17:01:16.312;3620;3752;3127
09/09/24;17:01:16.724;3620;3752;3127
09/09/24;17:01:17.136;3620;3752;3127
09/09/24;17:01:17.548;3620;3752;3127
09/09/24;17:01:17.960;3626;3752;3134
09/09/24;17:01:18.372;3626;3752;3134
09/09/24;17:01:18.784;3626;3752;3134
09/09/24;17:01:19.196;3626;3752;3134
09/09/24;17:01:19.608;3626;3752;3134
09/09/24;17:01:20.020;3626;3752;3134
09/09/24;17:01:20.432;3632;3752;3135
09/09/24;17:01:20.844;3632;3752;3135
09/09/24;17:01:21.256;3633;3752;3142
09/09/24;17:01:21.668;3633;3752;3142
09/09/24;17:01:22.080;3633;3752;3142
09/09/24;17:01:22.492;3633;3752;3142
09/09/24;17:01:22.904;3637;3752;3144
09/09/24;17:01:23.316;3638;3752;3150
09/09/24;17:01:23.728;3640;3752;3144
09/09/24;17:01:24.140;3640;3752;3144
09/09/24;17:01:24.552;3640;3752;3144
09/09/24;17:01:24.964;3640;3752;3144
09/09/24;17:01:25.376;3646;3752;3131
09/09/24;17:01:25.788;3646;3752;3131
09/09/24;17:01:26.200;3646;3752;3136
09/09/24;17:01:26.612;3646;3752;3136
09/09/24;17:01:27.024;3646;3752;3136
09/09/24;17:01:27.436;3646;3752;3136
09/09/24;17:01:27.848;3651;3752;3121
09/09/24;17:01:28.260;3652;3752;3125
09/09/24;17:01:28.672;3652;3752;3125
09/09/24;17:01:29.084;3652;3752;3125
09/09/24;17:01:29.496;3652;3752;3125
09/09/24;17:01:29.908;3655;3752;3130
09/09/24;17:01:30.320;3655;3752;3130
09/09/24;17:01:30.732;3655;3752;3130
09/09/24;17:01:31.144;3655;3752;3130
09/09/24;17:01:31.556;3655;3752;3130
09/09/24;17:01:31.968;3655;3752;3130
09/09/24;17:01:32.380;3661;3752;3126
09/09/24;17:01:32.792;3661;3752;3126
09/09/24;17:01:33.204;3661;3752;3126
09/09/24;17:01:33.616;3661;3752;3126
09/09/24;17:01:34.028;3661;3752;3126
09/09/24;17:01:34.440;3661;3752;3126
09/09/24;17:01:34.852;3661;3752;3126
09/09/24;17:01:35.264;3665;3752;3139
09/09/24;17:01:35.676;3666;3752;3141
09/09/24;17:01:36.088;3666;3752;3141
09/09/24;17:01:36.500;3668;3752;3142
09/09/24;17:01:36.912;3668;3752;3142
09/09/24;17:01:37.324;3668;3752;3142
09/09/24;17:01:37.736;3668;3752;3142
09/09/24;17:01:38.148;3671;3752;3132
09/09/24;17:01:38.560;3672;3752;3133
09/09/24;17:01:38.972;3672;3752;3133
09/09/24;17:01:39.384;3673;3752;3131
09/09/24;17:01:39.796;3673;3752;3131
09/09/24;17:01:40.208;3673;3752;3131
09/09/24;17:01:40.620;3675;3752;3128
09/09/24;17:01:41.032;3675;3752;3128
09/09/24;17:01:41.444;3675;3752;3128
09/09/24;17:01:41.856;3675;3752;3128
09/09/24;17:01:42.268;3678;3752;3136
09/09/24;17:01:42.680;3678;3752;3136
09/09/24;17:01:43.092;3679;3752;3136
09/09/24;17:01:43.504;3680;3752;3136
09/09/24;17:01:43.916;3680;3752;3136
09/09/24;17:01:44.328;3680;3752;3136
09/09/24;17:01:44.740;3680;3752;3136
09/09/24;17:01:45.152;3680;3752;3136
09/09/24;17:01:45.564;3680;3752;3136
09/09/24;17:01:45.976;3680;3752;3136
09/09/24;17:01:46.388;3684;3752;3138
09/09/24;17:01:46.800;3684;3752;3138
09/09/24;17:01:47.212;3684;3752;3138
09/09/24;17:01:47.624;3684;3752;3138
09/09/24;17:01:48.036;3687;3752;3131
09/09/24;17:01:48.448;3687;3752;3131
09/09/24;17:01:48.860;3687;3752;3131
09/09/24;17:01:49.272;3687;3752;3131
09/09/24;17:01:49.684;3690;3752;3122
09/09/24;17:01:50.096;3690;3752;3122
09/09/24;17:01:50.508;3690;3752;3122
09/09/24;17:01:50.920;3690;3752;3122
09/09/24;17:01:51.332;3691;3752;3136
09/09/24;17:01:51.744;3692;3752;3134
09/09/24;17:01:52.156;3693;3752;3131
09/09/24;17:01:52.568;3693;3752;3131
09/09/24;17:01:52.980;3694;3752;3129
09/09/24;17:01:53.392;3695;3752;3127
09/09/24;17:01:53.804;3695;3752;3127
09/09/24;17:01:54.216;3695;3752;3127
09/09/24;17:01:54.628;3695;3752;3127
09/09/24;17:01:55.040;3697;3752;3127
09/09/24;17:01:55.452;3697;3752;3127
09/09/24;17:01:55.864;3697;3752;3127
09/09/24;17:01:56.276;3697;3752;3127
09/09/24;17:01:56.688;3697;3752;3127
09/09/24;17:01:57.100;3699;3752;3128
09/09/24;17:01:57.512;3699;3752;3128
09/09/24;17:01:57.924;3699;3752;3128
09/09/24;17:01:58.336;3700;3752;3126
09/09/24;17:01:58.748;3700;3752;3126
09/09/24;17:01:59.160;3701;3752;3134
09/09/24;17:01:59.572;3702;3752;3130
09/09/24;17:01:59.984;3702;3752;3130
09/09/24;17:02:00.396;3703;3752;3126
09/09/24;17:02:00.808;3703;3752;3134
09/09/24;17:02:01.220;3703;3752;3134
09/09/24;17:02:01.632;3704;3752;3130
09/09/24;17:02:02.044;3704;3752;3130
09/09/24;17:02:02.456;3704;3752;3130
09/09/24;17:02:02.868;3704;3752;3130
09/09/24;17:02:03.280;3704;3752;3150
09/09/24;17:02:03.692;3705;3752;3145
09/09/24;17:02:04.104;3705;3752;3145
09/09/24;17:02:04.516;3705;3752;3153
09/09/24;17:02:04.928;3705;3752;3153
09/09/24;17:02:05.340;3705;3752;3153
09/09/24;17:02:05.752;3707;3752;3148
09/09/24;17:02:06.164;3707;3752;3148
09/09/24;17:02:06.576;3707;3752;3148
09/09/24;17:02:06.988;3707;3752;3148
09/09/24;17:02:07.400;3707;3752;3148
09/09/24;17:02:07.812;3707;3752;3148
09/09/24;17:02:08.224;3707;3752;3148
09/09/24;17:02:08.636;3710;3752;3143
09/09/24;17:02:09.048;3710;3752;3143
09/09/24;17:02:09.460;3710;3752;3143
09/09/24;17:02:09.872;3710;3752;3143
09/09/24;17:02:10.284;3712;3752;3148
09/09/24;17:02:10.696;3712;3752;3148
09/09/24;17:02:11.108;3712;3752;3148
09/09/24;17:02:11.520;3712;3752;3148
09/09/24;17:02:11.932;3713;3752;3142
09/09/24;17:02:12.344;3714;3752;3148
09/09/24;17:02:12.756;3715;3752;3142
09/09/24;17:02:13.168;3715;3752;3142
09/09/24;17:02:13.580;3715;3752;3136
09/09/24;17:02:13.992;3716;3752;3131
09/09/24;17:02:14.404;3716;3752;3131
09/09/24;17:02:14.816;3717;3752;3136
09/09/24;17:02:15.228;3717;3752;3136
09/09/24;17:02:15.640;3717;3752;3136
09/09/24;17:02:16.052;3717;3752;3136
09/09/24;17:02:16.464;3718;3752;3139
09/09/24;17:02:16.876;3718;3752;3144
09/09/24;17:02:17.288;3718;3752;3144
09/09/24;17:02:17.700;3718;3752;3150
09/09/24;17:02:18.112;3718;3752;3150
09/09/24;17:02:18.524;3718;3752;3150
09/09/24;17:02:18.936;3718;3752;3150
09/09/24;17:02:19.348;3719;3752;3140
09/09/24;17:02:19.760;3719;3752;3140
09/09/24;17:02:20.172;3719;3752;3140
09/09/24;17:02:20.584;3721;3752;3131
09/09/24;17:02:20.996;3721;3752;3131
09/09/24;17:02:21.408;3721;3752;3136
09/09/24;17:02:21.820;3721;3752;3136
09/09/24;17:02:22.232;3721;3752;3136
09/09/24;17:02:22.644;3721;3752;3136
09/09/24;17:02:23.056;3721;3752;3136
09/09/24;17:02:23.468;3721;3752;3136
09/09/24;17:02:23.880;3721;3752;3136
09/09/24;17:02:24.292;3721;3752;3136
09/09/24;17:02:24.704;3723;3752;3140
09/09/24;17:02:25.116;3723;3752;3140
09/09/24;17:02:25.528;3723;3752;3140
09/09/24;17:02:25.940;3723;3752;3140
09/09/24;17:02:26.352;3724;3752;3140
09/09/24;17:02:26.764;3724;3752;3140
09/09/24;17:02:27.176;3724;3752;3144
09/09/24;17:02:27.588;3724;3752;3149
09/09/24;17:02:28.000;3724;3752;3149
09/09/24;17:02:28.412;3724;3752;3149
09/09/24;17:02:28.824;3724;3752;3149
09/09/24;17:02:29.236;3724;3752;3149
09/09/24;17:02:29.648;3724;3752;3149
09/09/24;17:02:30.060;3724;3752;3149
09/09/24;17:02:30.472;3725;3752;3156
09/09/24;17:02:30.884;3727;3752;3149
09/09/24;17:02:31.296;3727;3752;3149
09/09/24;17:02:31.708;3727;3752;3141
09/09/24;17:02:32.120;3727;3752;3141
09/09/24;17:02:32.532;3727;3752;3141
09/09/24;17:02:32.944;3727;3752;3141
09/09/24;17:02:33.356;3727;3752;3151
09/09/24;17:02:33.768;3728;3752;3143
09/09/24;17:02:34.180;3728;3752;3143
09/09/24;17:02:34.592;3728;3752;3147
09/09/24;17:02:35.004;3729;3752;3151
09/09/24;17:02:35.416;3729;3752;3151
09/09/24;17:02:35.828;3728;3752;3155
09/09/24;17:02:36.240;3728;3752;3158
09/09/24;17:02:36.652;3728;3752;3158
09/09/24;17:02:37.064;3728;3752;3158
09/09/24;17:02:37.476;3728;3752;3158
09/09/24;17:02:37.888;3728;3752;3158
09/09/24;17:02:38.300;3728;3752;3158
09/09/24;17:02:38.712;3730;3752;3151
09/09/24;17:02:39.124;3730;3752;3151
09/09/24;17:02:39.536;3730;3752;3151
09/09/24;17:02:39.948;3730;3752;3151
09/09/24;17:02:40.360;3732;3752;3148
09/09/24;17:02:40.772;3732;3752;3148
09/09/24;17:02:41.184;3732;3752;3140
09/09/24;17:02:41.596;3733;3752;3143
09/09/24;17:02:42.008;3733;3752;3143
09/09/24;17:02:42.420;3733;3752;3134
09/09/24;17:02:42.832;3733;3752;3137
09/09/24;17:02:43.244;3733;3752;3137
09/09/24;17:02:43.656;3732;3752;3152
09/09/24;17:02:44.068;3732;3752;3155
09/09/24;17:02:44.480;3732;3752;3155
09/09/24;17:02:44.892;3732;3752;3158
09/09/24;17:02:45.304;3732;3752;3162
09/09/24;17:02:45.716;3732;3752;3162
09/09/24;17:02:46.128;3732;3752;3162
09/09/24;17:02:46.540;3732;3752;3162
09/09/24;17:02:46.952;3732;3752;3162
09/09/24;17:02:47.364;3732;3752;3162
09/09/24;17:02:47.776;3732;3752;3162
09/09/24;17:02:48.188;3734;3752;3151
09/09/24;17:02:48.600;3734;3752;3154
09/09/24;17:02:49.012;3734;3752;3154
09/09/24;17:02:49.424;3734;3752;3154
09/09/24;17:02:49.836;3734;3752;3154
09/09/24;17:02:50.248;3734;3752;3154
09/09/24;17:02:50.660;3734;3752;3154
09/09/24;17:02:51.072;3734;3752;3154
09/09/24;17:02:51.484;3734;3752;3154
09/09/24;17:02:51.896;3734;3752;3154
09/09/24;17:02:52.308;3734;3752;3154
09/09/24;17:02:52.720;3734;3752;3154
09/09/24;17:02:53.132;3734;3752;3154
09/09/24;17:02:53.544;3734;3752;3154
09/09/24;17:02:53.956;3734;3752;3154
09/09/24;17:02:54.368;3735;3752;3168
09/09/24;17:02:54.780;3735;3752;3168
09/09/24;17:02:55.192;3736;3752;3159
09/09/24;17:02:55.604;3736;3752;3159
09/09/24;17:02:56.016;3736;3752;3159
09/09/24;17:02:56.428;3736;3752;3159
09/09/24;17:02:56.840;3736;3752;3159
09/09/24;17:02:57.252;3736;3752;3159
09/09/24;17:02:57.664;3737;3752;3158
09/09/24;17:02:58.076;3737;3752;3158
09/09/24;17:02:58.488;3737;3752;3158
09/09/24;17:02:58.900;3737;3752;3158
09/09/24;17:02:59.312;3738;3752;3152
09/09/24;17:02:59.724;3738;3752;3154
09/09/24;17:03:00.136;3738;3752;3154
09/09/24;17:03:00.548;3738;3752;3156
09/09/24;17:03:00.960;3738;3752;3147
09/09/24;17:03:01.372;3738;3752;3147
09/09/24;17:03:01.784;3739;3752;3149
09/09/24;17:03:02.196;3739;3752;3149
09/09/24;17:03:02.608;3739;3752;3149
09/09/24;17:03:03.020;3739;3752;3154
09/09/24;17:03:03.432;3739;3752;3154
09/09/24;17:03:03.844;3739;3752;3154
09/09/24;17:03:04.256;3739;3752;3154
09/09/24;17:03:04.668;3739;3752;3154
09/09/24;17:03:05.080;3739;3752;3160
09/09/24;17:03:05.492;3739;3752;3162
09/09/24;17:03:05.904;3739;3752;3164
09/09/24;17:03:06.316;3739;3752;3164
09/09/24;17:03:06.728;3739;3752;3164
09/09/24;17:03:07.140;3739;3752;3164
09/09/24;17:03:07.552;3739;3752;3164
09/09/24;17:03:07.964;3739;3752;3164
09/09/24;17:03:08.376;3739;3752;3164
09/09/24;17:03:08.788;3741;3752;3148
09/09/24;17:03:09.200;3741;3752;3138
09/09/24;17:03:09.612;3741;3752;3138
09/09/24;17:03:10.024;3741;3752;3140
09/09/24;17:03:10.436;3741;3752;3142
09/09/24;17:03:10.848;3741;3752;3142
09/09/24;17:03:11.260;3742;3752;3143
09/09/24;17:03:11.672;3742;3752;3143
09/09/24;17:03:12.084;3742;3752;3143
09/09/24;17:03:12.496;3742;3752;3143
09/09/24;17:03:12.908;3741;3752;3160
09/09/24;17:03:13.320;3741;3752;3162
09/09/24;17:03:13.732;3741;3752;3162
09/09/24;17:03:14.144;3741;3752;3162
09/09/24;17:03:14.556;3741;3752;3162
09/09/24;17:03:14.968;3742;3752;3154
09/09/24;17:03:15.380;3742;3752;3154
09/09/24;17:03:15.792;3742;3752;3156
09/09/24;17:03:16.204;3743;3752;3146
09/09/24;17:03:16.616;3743;3752;3146
09/09/24;17:03:17.028;3743;3752;3147
09/09/24;17:03:17.440;3743;3752;3148
09/09/24;17:03:17.852;3743;3752;3148
09/09/24;17:03:18.264;3743;3752;3148
09/09/24;17:03:18.676;3743;3752;3148
09/09/24;17:03:19.088;3743;3752;3152
09/09/24;17:03:19.500;3743;3752;3152
09/09/24;17:03:19.912;3743;3752;3154
09/09/24;17:03:20.324;3742;3752;3167
09/09/24;17:03:20.736;3742;3752;3167
09/09/24;17:03:21.148;3742;3752;3157
09/09/24;17:03:21.560;3743;3752;3158
09/09/24;17:03:21.972;3743;3752;3158
09/09/24;17:03:22.384;3744;3752;3148
09/09/24;17:03:22.796;3744;3752;3149
09/09/24;17:03:23.208;3744;3752;3149
09/09/24;17:03:23.620;3744;3752;3149
09/09/24;17:03:24.032;3744;3752;3149
09/09/24;17:03:24.444;3745;3752;3140
09/09/24;17:03:24.856;3745;3752;3140
09/09/24;17:03:25.268;3745;3752;3140
09/09/24;17:03:25.680;3745;3752;3140
09/09/24;17:03:26.092;3746;3752;3131
09/09/24;17:03:26.504;3746;3752;3131
09/09/24;17:03:26.916;3746;3752;3132
09/09/24;17:03:27.328;3746;3752;3132
09/09/24;17:03:27.740;3746;3752;3132
09/09/24;17:03:28.152;3746;3752;3132
09/09/24;17:03:28.564;3745;3752;3147
09/09/24;17:03:28.976;3746;3752;3137
09/09/24;17:03:29.388;3746;3752;3137
09/09/24;17:03:29.800;3746;3752;3137
09/09/24;17:03:30.212;3747;3752;3127
09/09/24;17:03:30.624;3747;3752;3127
09/09/24;17:03:31.036;3747;3752;3127
09/09/24;17:03:31.448;3746;3752;3140
09/09/24;17:03:31.860;3746;3752;3140
09/09/24;17:03:32.272;3746;3752;3141
09/09/24;17:03:32.684;3745;3752;3154
09/09/24;17:03:33.096;3745;3752;3155
09/09/24;17:03:33.508;3745;3752;3155
09/09/24;17:03:33.920;3745;3752;3156
09/09/24;17:03:34.332;3745;3752;3157
09/09/24;17:03:34.744;3745;3752;3157
09/09/24;17:03:35.156;3746;3752;3146
09/09/24;17:03:35.568;3746;3752;3147
09/09/24;17:03:35.980;3746;3752;3147
09/09/24;17:03:36.392;3746;3752;3148
09/09/24;17:03:36.804;3746;3752;3138
09/09/24;17:03:37.216;3746;3752;3138
09/09/24;17:03:37.628;3747;3752;3150
09/09/24;17:03:38.040;3746;3752;3139
09/09/24;17:03:38.452;3746;3752;3139
09/09/24;17:03:38.864;3746;3752;3140
09/09/24;17:03:39.276;3747;3752;3152
09/09/24;17:03:39.688;3747;3752;3152
09/09/24;17:03:40.100;3746;3752;3153
09/09/24;17:03:40.512;3746;3752;3153
09/09/24;17:03:40.924;3746;3752;3153
09/09/24;17:03:41.336;3746;3752;3153
09/09/24;17:03:41.748;3746;3752;3156
09/09/24;17:03:42.160;3746;3752;3156
09/09/24;17:03:42.572;3746;3752;3156
09/09/24;17:03:42.984;3746;3752;3156
09/09/24;17:03:43.396;3746;3752;3156
09/09/24;17:03:43.808;3746;3752;3156
09/09/24;17:03:44.220;3746;3752;3156
09/09/24;17:03:44.632;3746;3752;3156
09/09/24;17:03:45.044;3746;3752;3156
09/09/24;17:03:45.456;3746;3752;3156
09/09/24;17:03:45.868;3746;3752;3156
09/09/24;17:03:46.280;3746;3752;3162
09/09/24;17:03:46.692;3746;3752;3163
09/09/24;17:03:47.104;3746;3752;3163
09/09/24;17:03:47.516;3746;3752;3163
09/09/24;17:03:47.928;3746;3752;3163
09/09/24;17:03:48.340;3746;3752;3166
09/09/24;17:03:48.752;3747;3752;3155
09/09/24;17:03:49.164;3747;3752;3155
09/09/24;17:03:49.576;3747;3752;3155
09/09/24;17:03:49.988;3747;3752;3155
09/09/24;17:03:50.400;3748;3752;3145
09/09/24;17:03:50.812;3748;3752;3145
09/09/24;17:03:51.224;3748;3752;3146
09/09/24;17:03:51.636;3748;3752;3146
09/09/24;17:03:52.048;3748;3752;3146
09/09/24;17:03:52.460;3748;3752;3146
09/09/24;17:03:52.872;3749;3752;3147
09/09/24;17:03:53.284;3749;3752;3148
09/09/24;17:03:53.696;3749;3752;3148
09/09/24;17:03:54.108;3749;3752;3149
09/09/24;17:03:54.520;3748;3752;3149
09/09/24;17:03:54.932;3748;3752;3149
09/09/24;17:03:55.344;3748;3752;3150
09/09/24;17:03:55.756;3748;3752;3162
09/09/24;17:03:56.168;3748;3752;3162
09/09/24;17:03:56.580;3748;3752;3163
09/09/24;17:03:56.992;3748;3752;3163
09/09/24;17:03:57.404;3748;3752;3163
09/09/24;17:03:57.816;3748;3752;3153
09/09/24;17:03:58.228;3748;3752;3153
09/09/24;17:03:58.640;3748;3752;3153
09/09/24;17:03:59.052;3748;3752;3153
09/09/24;17:03:59.464;3748;3752;3153
09/09/24;17:03:59.876;3748;3752;3153
09/09/24;17:04:00.288;3748;3752;3153
09/09/24;17:04:00.700;3749;3752;3156
09/09/24;17:04:01.112;3748;3752;3156
09/09/24;17:04:01.524;3748;3752;3156
09/09/24;17:04:01.936;3748;3752;3157
09/09/24;17:04:02.348;3748;3752;3158
09/09/24;17:04:02.760;3748;3752;3158
09/09/24;17:04:03.172;3749;3752;3158
09/09/24;17:04:03.584;3749;3752;3158
09/09/24;17:04:03.996;3749;3752;3158
09/09/24;17:04:04.408;3749;3752;3158
09/09/24;17:04:04.820;3749;3752;3148
09/09/24;17:04:05.232;3749;3752;3148
09/09/24;17:04:05.644;3749;3752;3148
09/09/24;17:04:06.056;3749;3752;3148
09/09/24;17:04:06.468;3749;3752;3148
09/09/24;17:04:06.880;3749;3752;3150
09/09/24;17:04:07.292;3749;3752;3150
09/09/24;17:04:07.704;3749;3752;3150
09/09/24;17:04:08.116;3748;3752;3151
09/09/24;17:04:08.528;3748;3752;3151
09/09/24;17:04:08.940;3748;3752;3151
09/09/24;17:04:09.352;3748;3752;3151
09/09/24;17:04:09.764;3748;3752;3152
09/09/24;17:04:10.176;3749;3752;3153
09/09/24;17:04:10.588;3749;3752;3153
09/09/24;17:04:11.000;3750;3752;3141
