$Date;$Time;VP;SP;SC
09/09/24;17:06:27.748;3745;3752;4562
09/09/24;17:06:28.090;3747;3752;4528
09/09/24;17:06:28.432;3747;3752;4528
09/09/24;17:06:28.774;3747;3752;4528
09/09/24;17:06:29.116;3747;3752;4528
09/09/24;17:06:29.458;3747;3752;4528
09/09/24;17:06:29.800;3748;3752;4509
09/09/24;17:06:30.142;3748;3752;4509
09/09/24;17:06:30.484;3748;3752;4509
09/09/24;17:06:30.826;3748;3752;4509
09/09/24;17:06:31.168;3748;3752;4509
09/09/24;17:06:31.510;3749;3752;4512
09/09/24;17:06:31.852;3749;3752;4512
09/09/24;17:06:32.194;3749;3752;4512
09/09/24;17:06:32.536;3749;3752;4512
09/09/24;17:06:32.878;3749;3752;4512
09/09/24;17:06:33.220;3738;3752;4502
09/09/24;17:06:33.562;3738;3752;4502
09/09/24;17:06:33.904;3743;3752;4681
09/09/24;17:06:34.246;3749;3752;4493
09/09/24;17:06:34.588;3749;3752;4493
09/09/24;17:06:34.930;3752;3752;4493
09/09/24;17:06:35.272;3752;3752;4493
09/09/24;17:06:35.614;3752;3752;4493
09/09/24;17:06:35.956;3752;3752;4493
09/09/24;17:06:36.298;3750;3752;4496
09/09/24;17:06:36.640;3750;3752;4496
09/09/24;17:06:36.982;3750;3752;4496
09/09/24;17:06:37.324;3749;3752;4497
09/09/24;17:06:37.666;3749;3752;4497
09/09/24;17:06:38.008;3749;3752;4497
09/09/24;17:06:38.350;3749;3752;4497
09/09/24;17:06:38.692;3740;3752;4486
09/09/24;17:06:39.034;3740;3752;4486
09/09/24;17:06:39.376;3740;3752;4486
09/09/24;17:06:39.718;3740;3752;4486
09/09/24;17:06:40.060;3740;3752;4486
09/09/24;17:06:40.402;3750;3752;4511
09/09/24;17:06:40.744;3750;3752;4511
09/09/24;17:06:41.086;3750;3752;4511
09/09/24;17:06:41.428;3750;3752;4511
09/09/24;17:06:41.770;3750;3752;4511
09/09/24;17:06:42.112;3749;3752;4512
09/09/24;17:06:42.454;3750;3752;4501
09/09/24;17:06:42.796;3750;3752;4501
09/09/24;17:06:43.138;3741;3752;4644
09/09/24;17:06:43.480;3741;3752;4644
09/09/24;17:06:43.822;3750;3752;4503
09/09/24;17:06:44.164;3750;3752;4503
09/09/24;17:06:44.506;3749;3752;4516
09/09/24;17:06:44.848;3747;3752;4552
09/09/24;17:06:45.190;3747;3752;4552
09/09/24;17:06:45.532;3749;3752;4517
09/09/24;17:06:45.874;3749;3752;4517
09/09/24;17:06:46.216;3751;3752;4493
09/09/24;17:06:46.558;3751;3752;4493
09/09/24;17:06:46.900;3749;3752;4517
09/09/24;17:06:47.242;3749;3752;4517
09/09/24;17:06:47.584;3750;3752;4507
09/09/24;17:06:47.926;3750;3752;4508
09/09/24;17:06:48.268;3750;3752;4508
09/09/24;17:06:48.610;3752;3752;4496
09/09/24;17:06:48.952;3752;3752;4496
09/09/24;17:06:49.294;3752;3752;4496
09/09/24;17:06:49.636;3752;3752;4496
09/09/24;17:06:49.978;3752;3752;4496
09/09/24;17:06:50.320;3750;3752;4521
09/09/24;17:06:50.662;3750;3752;4521
09/09/24;17:06:51.004;3750;3752;4521
09/09/24;17:06:51.346;3750;3752;4521
09/09/24;17:06:51.688;3750;3752;4521
09/09/24;17:06:52.030;3741;3752;4594
09/09/24;17:06:52.372;3741;3752;4594
09/09/24;17:06:52.714;3750;3752;4525
09/09/24;17:06:53.056;3750;3752;4525
09/09/24;17:06:53.398;3750;3752;4525
09/09/24;17:06:53.740;3750;3752;4525
09/09/24;17:06:54.082;3738;3752;4516
09/09/24;17:06:54.424;3738;3752;4516
09/09/24;17:06:54.766;3751;3752;4505
09/09/24;17:06:55.108;3751;3752;4505
09/09/24;17:06:55.450;3752;3752;4505
09/09/24;17:06:55.792;3752;3752;4505
09/09/24;17:06:56.134;3752;3752;4505
09/09/24;17:06:56.476;3752;3752;4505
09/09/24;17:06:56.818;3752;3752;4505
09/09/24;17:06:57.160;3751;3752;4529
09/09/24;17:06:57.502;3751;3752;4518
09/09/24;17:06:57.844;3751;3752;4518
09/09/24;17:06:58.186;3751;3752;4518
09/09/24;17:06:58.528;3751;3752;4518
09/09/24;17:06:58.870;3751;3752;4518
09/09/24;17:06:59.212;3751;3752;4518
09/09/24;17:06:59.554;3751;3752;4518
09/09/24;17:06:59.896;3751;3752;4518
09/09/24;17:07:00.238;3751;3752;4518
09/09/24;17:07:00.580;3751;3752;4518
09/09/24;17:07:00.922;3752;3752;4497
09/09/24;17:07:01.264;3752;3752;4497
09/09/24;17:07:01.606;3752;3752;4497
09/09/24;17:07:01.948;3752;3752;4497
09/09/24;17:07:02.290;3752;3752;4509
09/09/24;17:07:02.632;3752;3752;4509
09/09/24;17:07:02.974;3752;3752;4509
09/09/24;17:07:03.316;3752;3752;4509
09/09/24;17:07:03.658;3752;3752;4509
09/09/24;17:07:04.000;3752;3752;4509
